product_id,product_family,product_series,example_pids,category,use_case,os_type,latest_version,gold_version,eol_status,source_ids,notes,last_updated
P013,Nexus 7000 / 7700,7004 / 7009 / 7702 / 7706 / 7710 / 7718,"N7K-C7009, N7K-C7706, N7K-C7710, N7K-C7702",DC Switching,Data Center Core / Aggregation,NX-OS,8.4.x,8.4.x,EOL-Pending,"SRC-015,SRC-016",Limited new software. Migrate to Nexus 9500. 7700 is enhanced chassis variant of 7000.,2026-05-28
P014,Nexus 5500 / 5600,5548UP / 5596UP / 5672UP / 56128P,"N5K-C5548UP, N5K-C5596UP, N5K-C56128P",DC Switching,Data Center ToR / FEX Parent,NX-OS,7.3.x,7.3.x,EOL,SRC-039,End of SW maintenance. Migrate to Nexus 9300. Was commonly paired with Nexus 2000 FEX.,2026-05-28
P015,Nexus 3000 / 3100 / 3200,3048 / 3064 / 3132 / 3172 / 3232 / 3264,"N3K-C3064PQ, N3K-C3132Q, N3K-C3172PQ, N3K-C3232C",DC Switching,Data Center ToR / Leaf,NX-OS,10.5(5)M,10.6(2)F,Active,"SRC-017,SRC-018",High-density low-latency ToR switches. 3232C/3264Q are 100G leaf platforms.,2026-05-28
P016,Nexus 3500,3524 / 3548,"N3K-C3524P-10G, N3K-C3548P",DC Switching,Data Center ToR (ultra-low latency),NX-OS,7.0(3)I7.x,7.0(3)I7.x,EOL-Pending,SRC-017,Purpose-built for HFT / low-latency workloads. Older platform; limited updates.,2026-05-28
P017,Nexus 2000 FEX,2148 / 2232 / 2248 / 2348,"N2K-C2232PP, N2K-C2248TP, N2K-C2348UPQ",DC Switching,Data Center Server Access (Fabric Extender),NX-OS (managed by parent),Inherits parent switch NX-OS,Inherits parent switch NX-OS,Active,SRC-039,Fabric Extender - no standalone management. Managed from parent Nexus 5K/7K. Acts as remote line card.,2026-05-28
P018,ISR 4000,4321 / 4331 / 4351 / 4431 / 4451,"ISR4321/K9, ISR4331/K9, ISR4351/K9, ISR4431/K9, ISR4451-X/K9",Enterprise Routing,WAN Edge / Branch Router,IOS-XE,26.1.x,17.15.x,Active,"SRC-019,SRC-023",Modular WAN/branch router with NIM/SM slots. Being superseded by Catalyst 8000 series.,2026-05-28
P019,ISR 1000,1100 / 1101 / 1109 / 1111 / 1117,"C1111-4P, C1117-4PLTEEA, C1109-4PLTE2P",Enterprise Routing,Branch / SOHO Router,IOS-XE,26.1.x,17.15.x,Active,SRC-020,Compact fixed-config branch router; many models include integrated LTE.,2026-05-28
P020,Catalyst 8200,8200 / 8200L,"C8200-1N-4T, C8200-2N-4T, C8200L-1N-4T",Enterprise Routing,WAN Edge / Branch (next-gen ISR),IOS-XE,26.1.x,17.15.x,Active,"SRC-021,SRC-023",Next-generation branch/WAN edge; SD-WAN ready; successor to ISR 4000 lower models.,2026-05-28
P021,Catalyst 8300,8300-1N1S / 8300-2N2S,"C8300-1N1S-4T2X, C8300-2N2S-6T2X, C8300-1N1S-6T",Enterprise Routing,WAN Aggregation / Mid-range Branch,IOS-XE,26.1.x,17.15.x,Active,"SRC-021,SRC-023",Mid-range WAN aggregation; modular NIM/SM slots. SD-WAN capable.,2026-05-28
P022,Catalyst 8500,8500-12X / 8500L,"C8500-12X, C8500-12X4QC, C8500L-8S4X",Enterprise Routing,WAN Core / High-performance Edge,IOS-XE,26.1.x,17.15.x,Active,"SRC-021,SRC-023",High-performance fixed WAN core/aggregation. Replaces ASR 1000 lower-end use cases.,2026-05-28
P023,ASR 1000,1001-X / 1002-X / 1004 / 1006-X / 1009-X,"ASR1001-X, ASR1002-X, ASR1004, ASR1006-X, ASR1009-X",Enterprise Routing,WAN Aggregation / Enterprise Edge,IOS-XE,26.1.x,17.15.x,Active,"SRC-022,SRC-023",High-availability modular WAN aggregation router with ESP/RP modules. ESP handles forwarding.,2026-05-28
P024,CSR 1000V / Catalyst 8000V,CSR 1000V / C8000V (virtual),"CSR1000V, C8000V",Enterprise Routing,Virtual WAN Router (cloud / VM / container),IOS-XE,26.1.x,17.15.x,Active,SRC-021,Software-only virtual router for AWS/Azure/GCP/on-prem hypervisors. C8000V is successor to CSR 1000V.,2026-05-28
P025,ASR 9000,9001 / 9006 / 9010 / 9901 / 9904 / 9906 / 9912 / 9922,"ASR-9001, ASR-9006, ASR-9904, ASR-9912",SP Routing,Service Provider Core / Peering / Aggregation,IOS-XR,26.1.1,25.4.2,Active,"SRC-025,SRC-027",Carrier-grade modular SP router. Runs IOS-XR. Widely deployed as PE/P routers in SP networks.,2026-05-28
P026,NCS 5500,55A1 / 55A2 / 5504 / 5508 / 5516,"NCS-55A1-36H-SE, NCS-55A2-MOD, NCS-5504, NCS-5508",SP Routing,SP Core / Metro Aggregation / Peering,IOS-XR,26.1.1,25.4.2,Active,"SRC-026,SRC-027",High-density SP router based on Broadcom Jericho ASIC. Used for SP/DC core and peering.,2026-05-28
P027,NCS 540 / 560,540-24Z8Q2C / 540-28Z4C / 560-4,"NCS-540-24Z8Q2C, NCS-560-4, NCS-540L-1Z10G",SP Routing,SP Metro Access / Aggregation,IOS-XR,7.11.x,25.x,Active,SRC-027,Fixed-config SP metro/access routers; replaces older ASR 901/903 in metro deployments.,2026-05-28
P028,NCS 5000,5001 / 5002,"NCS-5001, NCS-5002",SP Routing,SP Metro Aggregation (older),IOS-XR,6.5.x,6.5.x,EOL,SRC-027,Older SP aggregation platform; limited updates. Migrate to NCS 5500.,2026-05-28
P029,Cisco 8000 Series,8101 / 8102 / 8201 / 8202 / 8812 / 8818,"8201-32FH, 8202-32FH-M, 8812, 8818",SP Routing,Hyperscale / SP Core (next-gen),IOS-XR,26.1.1,26.1.1,Active,"SRC-024,SRC-027",Next-generation SP/hyperscale router based on Cisco Silicon One ASIC. High density 400G/800G.,2026-05-28
P030,NCS 1000 (Optical),1001 / 1002 / 1004,"NCS1001, NCS1002, NCS1004",Optical / SP Routing,SP DWDM / Optical Transport,IOS-XR,7.11.x,7.11.x,Active,SRC-027,OTN/DWDM optical transport platform. Runs IOS-XR. Used in SP long-haul and metro optical networks.,2026-05-28
P031,Catalyst 9800-40 WLC,9800-40,C9800-40-K9,Wireless,Campus Wireless LAN Controller (mid-range),IOS-XE,26.1.x,17.15.5,Active,"SRC-028,SRC-029",Hardware WLC for mid-size campus deployments; manages Catalyst 9100 APs.,2026-05-28
P032,Catalyst 9800-80 WLC,9800-80,C9800-80-K9,Wireless,Campus Wireless LAN Controller (large campus),IOS-XE,26.1.x,17.15.5,Active,"SRC-028,SRC-029",Highest-capacity hardware WLC; supports up to 6000 APs.,2026-05-28
P033,Catalyst 9800-L WLC,9800-L,"C9800-L-F-K9, C9800-L-C-K9",Wireless,Branch / Small Campus WLC,IOS-XE,26.1.x,17.15.5,Active,"SRC-028,SRC-029","Compact hardware WLC for branch/small campus; F=fiber uplinks, C=copper.",2026-05-28
P034,Catalyst 9800-CL WLC (virtual),9800-CL,C9800-CL-K9 (OVA/QCOW2),Wireless,Virtual WLC (cloud / on-prem VM),IOS-XE,26.1.x,17.15.5,Active,"SRC-028,SRC-029",Virtual WLC for cloud (AWS/Azure) or on-prem hypervisors.,2026-05-28
P035,Catalyst 9100 APs (Wi-Fi 6),9115 / 9120 / 9130,"C9115AXI-B, C9115AXE-B, C9120AXI-B, C9130AXI-B, C9130AXE-B",Wireless,Wi-Fi 6 (802.11ax) Access Points,AP firmware (IOS-XE via WLC),Tracks 9800 WLC IOS-XE version,Tracks 9800 WLC IOS-XE version,Active,SRC-030,Indoor and outdoor (E variant) Wi-Fi 6 APs. Managed by Catalyst 9800 WLC.,2026-05-28
P036,Catalyst 9100 APs (Wi-Fi 6E / Wi-Fi 7),9136 / 9162 / 9164 / 9166,"C9136I-B, C9162I-MR, C9164I-MR, C9166I-MR",Wireless,Wi-Fi 6E / Wi-Fi 7 (802.11be) Access Points,AP firmware (IOS-XE via WLC),Tracks 9800 WLC IOS-XE version,Tracks 9800 WLC IOS-XE version,Active,SRC-030,High-performance tri-band Wi-Fi 6E and Wi-Fi 7 APs. Requires 9800 WLC 17.18+ for Wi-Fi 7 features.,2026-05-28
P037,Aironet 4800 / 3800 / 2800,4800 / 3802 / 2802,"AIR-AP4800-B-K9, AIR-AP3802I-B-K9, AIR-AP2802I-B-K9",Wireless,Wi-Fi 5 (802.11ac Wave 2) APs (legacy),AireOS 8.10.x (or IOS-XE late),8.10.x (AireOS),8.10.x (AireOS),EOL,SRC-031,Wi-Fi 5 Wave 2 access points; EOL announced. Migrate to Catalyst 9100 series.,2026-05-28
P038,Secure Firewall ASA 5500-X,5506-X / 5508-X / 5516-X,"ASA5506-K9, ASA5508-K9, ASA5516-K9",Security,SMB / Branch Next-Generation Firewall,ASA OS,9.12.x (final for these models),9.12.x (final for these models),EOL,SRC-032,End-of-Sale. 9.12.x is the last supported ASA train for 5506/5508/5516. Migrate to Secure Firewall 1000.,2026-05-28
P039,Secure Firewall ASA 5585-X,5585-X-SSP10/20/40/60,"ASA5585-S10-K9, ASA5585-S20-K9",Security,High-end Enterprise Firewall,ASA OS,9.14.x (final),9.14.x (final),EOL,SRC-032,Large enterprise ASA chassis. EOL. Migrate to Secure Firewall 4100/4200.,2026-05-28
P040,Secure Firewall ASAv (virtual),ASAv5 / ASAv10 / ASAv30 / ASAv50,ASAv (OVA/QCOW2/VHD),Security,Virtual Firewall (cloud / hypervisor),ASA OS,9.24.x,9.24.x,Active,SRC-032,Software-only virtual ASA for cloud (AWS/Azure/GCP) and on-prem VMs. Actively maintained.,2026-05-28
P041,Secure Firewall 1000,1010 / 1120 / 1140 / 1150,"FPR1010-NGFW-K9, FPR1120-NGFW-K9, FPR1140-NGFW-K9, FPR1150-NGFW-K9",Security,SMB / Branch NGFW,FTD (Firepower Threat Defense),10.0,7.6.4,Active,SRC-033,Entry-level NGFW; FTD-only (no ASA mode). Desktop form factor. Managed by FMC or FDM.,2026-05-28
P042,Secure Firewall 2100,2110 / 2120 / 2130 / 2140,"FPR2110-NGFW-K9, FPR2120-NGFW-K9, FPR2130-NGFW-K9, FPR2140-NGFW-K9",Security,Mid-range NGFW,FTD (Firepower Threat Defense),10.0,7.6.4,Active,SRC-033,Mid-range 1U NGFW; FTD-only mode. Purpose-built security hardware.,2026-05-28
P043,Secure Firewall 3100,3105 / 3110 / 3120 / 3130 / 3140,"FPR3105-NGFW-K9, FPR3110-NGFW-K9, FPR3120-NGFW-K9, FPR3130-NGFW-K9, FPR3140-NGFW-K9",Security,Mid-high Range NGFW,FTD (Firepower Threat Defense),10.0,7.6.4,Active,SRC-033,Higher-performance 1U NGFW; replaces Firepower 2100 upper models. Snort 3 default.,2026-05-28
P044,Secure Firewall 4100,4110 / 4112 / 4115 / 4120 / 4125 / 4140 / 4145 / 4150,"FPR4115-NGFW-K9, FPR4125-NGFW-K9, FPR4145-NGFW-K9",Security,High-performance DC / Enterprise NGFW,FTD + FXOS,FTD 10.0,FXOS 2.14.x,Active,"SRC-033,SRC-034",Multi-blade chassis NGFW. FXOS manages chassis; FTD runs on security modules. Supports multi-instance.,2026-05-28
P045,Secure Firewall 4200,4215 / 4225 / 4245,"FPR4215-NGFW-K9, FPR4225-NGFW-K9, FPR4245-NGFW-K9",Security,High-performance NGFW (latest generation),FTD (Firepower Threat Defense),10.0,7.6.4,Active,SRC-033,Latest-gen high-performance NGFW with Cisco custom ASIC; FTD-only (no ASA mode). Replaces older 4100 models.,2026-05-28
P046,Firepower 9300,FPR-9300 (chassis + security modules),"FPR9K-SUP-A, FPR9K-SM-24, FPR9K-SM-40, FPR9K-SM-56",Security,SP / Large DC NGFW (multi-blade chassis),FTD + FXOS,FTD 10.0,FXOS 2.14.x,Active,"SRC-033,SRC-035",High-throughput multi-blade security chassis. Supports FTD or ASA mode per blade. Used in large DC/SP.,2026-05-28
P047,Catalyst SD-WAN vEdge (Viptela hardware),vEdge 100 / 1000 / 2000 / 5000,"VEDGE-100-M2, VEDGE-1000-AC, VEDGE-2000-AC",SD-WAN,SD-WAN Branch Edge (legacy Viptela hardware),Viptela OS,20.15.x,20.15.x,EOL,"SRC-036,SRC-037,SRC-038",Original Viptela SD-WAN hardware. Cisco has announced EOL; migrate to cEdge (Catalyst 8000/ISR).,2026-05-28
P048,Catalyst SD-WAN cEdge,C8200 / C8300 / C8500 / ISR 4000 / ASR 1000,"C8200-1N-4T, C8300-1N1S-4T2X, ISR4451-X/K9",SD-WAN,SD-WAN Branch / WAN Edge (IOS-XE SD-WAN),IOS-XE SD-WAN,26.1.x,26.1.x,Active,"SRC-036,SRC-037",IOS-XE routers running SD-WAN persona. Catalyst 8000 is preferred cEdge platform. Managed by SD-WAN Manager.,2026-05-28
P049,Catalyst SD-WAN Controllers,SD-WAN Manager (vManage) / SD-WAN Validator (vBond) / SD-WAN Controller (vSmart),"SDWAN-MANAGER-K9 (VM), SDWAN-CONT-K9 (VM)",SD-WAN,SD-WAN Control Plane / Management / Orchestration,Viptela OS (controllers),20.15.x,20.15.x,Active,"SRC-036,SRC-037",Centralized SD-WAN management and control plane VMs. Can be on-prem or cloud-hosted (Cisco-managed).,2026-05-28
