product_id,product_family,product_series,example_pids,category,use_case,os_type,latest_version,gold_version,eol_status,source_ids,notes,last_updated
SPR-005,Cisco 8000 Series,8101 / 8102 / 8201 / 8202 / 8812 / 8818,"8201-32FH, 8202-32FH-M, 8812, 8818",SP Routing,Hyperscale / SP Core (next-gen),IOS-XR,26.1.1,26.1.1,Active,"SRC-024,SRC-027",Next-generation SP/hyperscale router based on Cisco Silicon One ASIC. High density 400G/800G.,2026-05-28
SPR-006,NCS 1000 (Optical),1001 / 1002 / 1004,"NCS1001, NCS1002, NCS1004",Optical / SP Routing,SP DWDM / Optical Transport,IOS-XR,7.11.x,7.11.x,Active,SRC-027,OTN/DWDM optical transport platform. Runs IOS-XR. Used in SP long-haul and metro optical networks.,2026-05-28
WLS-001,Catalyst 9800-40 WLC,9800-40,C9800-40-K9,Wireless,Campus Wireless LAN Controller (mid-range),IOS-XE,26.1.x,17.15.5,Active,"SRC-028,SRC-029",Hardware WLC for mid-size campus deployments; manages Catalyst 9100 APs.,2026-05-28
WLS-002,Catalyst 9800-80 WLC,9800-80,C9800-80-K9,Wireless,Campus Wireless LAN Controller (large campus),IOS-XE,26.1.x,17.15.5,Active,"SRC-028,SRC-029",Highest-capacity hardware WLC; supports up to 6000 APs.,2026-05-28
WLS-003,Catalyst 9800-L WLC,9800-L,"C9800-L-F-K9, C9800-L-C-K9",Wireless,Branch / Small Campus WLC,IOS-XE,26.1.x,17.15.5,Active,"SRC-028,SRC-029","Compact hardware WLC for branch/small campus; F=fiber uplinks, C=copper.",2026-05-28
WLS-004,Catalyst 9800-CL WLC (virtual),9800-CL,C9800-CL-K9 (OVA/QCOW2),Wireless,Virtual WLC (cloud / on-prem VM),IOS-XE,26.1.x,17.15.5,Active,"SRC-028,SRC-029",Virtual WLC for cloud (AWS/Azure) or on-prem hypervisors.,2026-05-28
WLS-005,Catalyst 9100 APs (Wi-Fi 6),9115 / 9120 / 9130,"C9115AXI-B, C9115AXE-B, C9120AXI-B, C9130AXI-B, C9130AXE-B",Wireless,Wi-Fi 6 (802.11ax) Access Points,AP firmware (IOS-XE via WLC),Tracks 9800 WLC IOS-XE version,Tracks 9800 WLC IOS-XE version,Active,SRC-030,Indoor and outdoor (E variant) Wi-Fi 6 APs. Managed by Catalyst 9800 WLC.,2026-05-28
WLS-006,Catalyst 9100 APs (Wi-Fi 6E / Wi-Fi 7),9136 / 9162 / 9164 / 9166,"C9136I-B, C9162I-MR, C9164I-MR, C9166I-MR",Wireless,Wi-Fi 6E / Wi-Fi 7 (802.11be) Access Points,AP firmware (IOS-XE via WLC),Tracks 9800 WLC IOS-XE version,Tracks 9800 WLC IOS-XE version,Active,SRC-030,High-performance tri-band Wi-Fi 6E and Wi-Fi 7 APs. Requires 9800 WLC 17.18+ for Wi-Fi 7 features.,2026-05-28
WLS-007,Aironet 4800 / 3800 / 2800,4800 / 3802 / 2802,"AIR-AP4800-B-K9, AIR-AP3802I-B-K9, AIR-AP2802I-B-K9",Wireless,Wi-Fi 5 (802.11ac Wave 2) APs (legacy),AireOS 8.10.x (or IOS-XE late),8.10.x (AireOS),8.10.x (AireOS),EOL,SRC-031,Wi-Fi 5 Wave 2 access points; EOL announced. Migrate to Catalyst 9100 series.,2026-05-28
WLS-008,Cisco WLC 5500,5508 / 5520,"AIR-CT5508-K9, AIR-CT5520-K9",Wireless,Campus Wireless LAN Controller (legacy),AireOS,8.10.190.0,8.10.190.0,EOL,SRC-104,Legacy standalone WLC platform (2010-2020 era). 5508 supports up to 500 APs; 5520 up to 1500 APs. EoS 2018-2020; EoSWM reached. Migrate to Catalyst 9800.,2026-05-28
WLS-009,Cisco WLC 8500,8510 / 8540,"AIR-CT8510-K9, AIR-CT8540-K9",Wireless,Large Campus / SP Wireless LAN Controller (legacy),AireOS,8.10.190.0,8.10.190.0,EOL,SRC-104,High-capacity legacy WLC. 8510 supports up to 3000 APs; 8540 up to 6000 APs. EoS 2020; EoSWM reached. Migrate to Catalyst 9800-80 or 9800-CL.,2026-05-28
WLS-010,Aironet 3700 / 3600 / 2700 / 1700,3702 / 3602 / 2702 / 1702,"AIR-CAP3702I-B-K9, AIR-CAP3602I-B-K9, AIR-CAP2702I-B-K9, AIR-CAP1702I-B-K9",Wireless,Wi-Fi 4 / early Wi-Fi 5 (802.11n/ac Wave 1) APs (legacy),AireOS,8.5.182.0,8.5.182.0,EOL,SRC-105,802.11n (1700) and 802.11ac Wave 1 (2700/3600/3700) APs from the 2012-2016 era. EoS 2017-2019; EoSWM reached. Migrate to Catalyst 9100.,2026-05-28
FWL-001,Secure Firewall ASA 5500-X,5506-X / 5508-X / 5516-X,"ASA5506-K9, ASA5508-K9, ASA5516-K9",Security,SMB / Branch Next-Generation Firewall,ASA OS,9.12.x (final for these models),9.12.x (final for these models),EOL,SRC-032,End-of-Sale. 9.12.x is the last supported ASA train for 5506/5508/5516. Migrate to Secure Firewall 1000.,2026-05-28
FWL-002,Secure Firewall ASA 5585-X,5585-X-SSP10/20/40/60,"ASA5585-S10-K9, ASA5585-S20-K9",Security,High-end Enterprise Firewall,ASA OS,9.14.x (final),9.14.x (final),EOL,SRC-032,Large enterprise ASA chassis. EOL. Migrate to Secure Firewall 4100/4200.,2026-05-28
FWL-003,Secure Firewall ASAv (virtual),ASAv5 / ASAv10 / ASAv30 / ASAv50,ASAv (OVA/QCOW2/VHD),Security,Virtual Firewall (cloud / hypervisor),ASA OS,9.24.x,9.24.x,Active,SRC-032,Software-only virtual ASA for cloud (AWS/Azure/GCP) and on-prem VMs. Actively maintained.,2026-05-28
FWL-004,Secure Firewall 1000,1010 / 1120 / 1140 / 1150,"FPR1010-NGFW-K9, FPR1120-NGFW-K9, FPR1140-NGFW-K9, FPR1150-NGFW-K9",Security,SMB / Branch NGFW,FTD (Firepower Threat Defense),10.0,7.6.4,Active,SRC-033,Entry-level NGFW; FTD-only (no ASA mode). Desktop form factor. Managed by FMC or FDM.,2026-05-28
FWL-005,Secure Firewall 2100,2110 / 2120 / 2130 / 2140,"FPR2110-NGFW-K9, FPR2120-NGFW-K9, FPR2130-NGFW-K9, FPR2140-NGFW-K9",Security,Mid-range NGFW,FTD (Firepower Threat Defense),10.0,7.6.4,Active,SRC-033,Mid-range 1U NGFW; FTD-only mode. Purpose-built security hardware.,2026-05-28
FWL-006,Secure Firewall 3100,3105 / 3110 / 3120 / 3130 / 3140,"FPR3105-NGFW-K9, FPR3110-NGFW-K9, FPR3120-NGFW-K9, FPR3130-NGFW-K9, FPR3140-NGFW-K9",Security,Mid-high Range NGFW,FTD (Firepower Threat Defense),10.0,7.6.4,Active,SRC-033,Higher-performance 1U NGFW; replaces Firepower 2100 upper models. Snort 3 default.,2026-05-28
FWL-007,Secure Firewall 4100,4110 / 4112 / 4115 / 4120 / 4125 / 4140 / 4145 / 4150,"FPR4115-NGFW-K9, FPR4125-NGFW-K9, FPR4145-NGFW-K9",Security,High-performance DC / Enterprise NGFW,FTD + FXOS,FTD 10.0,FXOS 2.14.x,Active,"SRC-033,SRC-034",Multi-blade chassis NGFW. FXOS manages chassis; FTD runs on security modules. Supports multi-instance.,2026-05-28
FWL-008,Secure Firewall 4200,4215 / 4225 / 4245,"FPR4215-NGFW-K9, FPR4225-NGFW-K9, FPR4245-NGFW-K9",Security,High-performance NGFW (latest generation),FTD (Firepower Threat Defense),10.0,7.6.4,Active,SRC-033,Latest-gen high-performance NGFW with Cisco custom ASIC; FTD-only (no ASA mode). Replaces older 4100 models.,2026-05-28
FWL-009,Firepower 9300,FPR-9300 (chassis + security modules),"FPR9K-SUP-A, FPR9K-SM-24, FPR9K-SM-40, FPR9K-SM-56",Security,SP / Large DC NGFW (multi-blade chassis),FTD + FXOS,FTD 10.0,FXOS 2.14.x,Active,"SRC-033,SRC-035",High-throughput multi-blade security chassis. Supports FTD or ASA mode per blade. Used in large DC/SP.,2026-05-28
FWL-010,Secure Firewall ASA 5500 (original),5505 / 5510 / 5520 / 5540 / 5550,"ASA5505-K8, ASA5510-K8, ASA5520-K8, ASA5540-K8, ASA5550-K8",Security,SMB / Enterprise Firewall (legacy),ASA OS,9.2.4 (5505) / 9.1.7 (5510-5550),9.2.4 (5505) / 9.1.7 (5510-5550),EOL,SRC-106,Original ASA 5500 appliances (pre-X suffix). Dominant enterprise firewall 2005-2015. EoS 2013-2017 by model; EoSWM reached. Migrate to Secure Firewall 1000/2100 or ASAv.,2026-05-28
SDW-001,Catalyst SD-WAN vEdge (Viptela hardware),vEdge 100 / 1000 / 2000 / 5000,"VEDGE-100-M2, VEDGE-1000-AC, VEDGE-2000-AC",SD-WAN,SD-WAN Branch Edge (legacy Viptela hardware),Viptela OS,20.15.x,20.15.x,EOL,"SRC-036,SRC-037,SRC-038",Original Viptela SD-WAN hardware. Cisco has announced EOL; migrate to cEdge (Catalyst 8000/ISR).,2026-05-28
SDW-002,Catalyst SD-WAN cEdge,C8200 / C8300 / C8500 / ISR 4000 / ASR 1000,"C8200-1N-4T, C8300-1N1S-4T2X, ISR4451-X/K9",SD-WAN,SD-WAN Branch / WAN Edge (IOS-XE SD-WAN),IOS-XE SD-WAN,26.1.x,26.1.x,Active,"SRC-036,SRC-037",IOS-XE routers running SD-WAN persona. Catalyst 8000 is preferred cEdge platform. Managed by SD-WAN Manager.,2026-05-28
SDW-003,Catalyst SD-WAN Controllers,SD-WAN Manager (vManage) / SD-WAN Validator (vBond) / SD-WAN Controller (vSmart),"SDWAN-MANAGER-K9 (VM), SDWAN-CONT-K9 (VM)",SD-WAN,SD-WAN Control Plane / Management / Orchestration,Viptela OS (controllers),20.15.x,20.15.x,Active,"SRC-036,SRC-037",Centralized SD-WAN management and control plane VMs. Can be on-prem or cloud-hosted (Cisco-managed).,2026-05-28
SFT-001,Cisco Catalyst Center,Catalyst Center (on-prem appliance / cloud SaaS),"DN2-HW-APL, DN2-HW-APL-XL, DN2-HW-APL-2 (appliances); also available as SaaS",Network Management Software,Enterprise Network Automation / Assurance / Provisioning,Catalyst Center OS,3.2.2,3.1.6,Active,SRC-041,"Formerly Cisco DNA Center. Primary intent-based networking controller for Catalyst infrastructure. Manages switches, routers, WLC. Also available as cloud SaaS.",2026-05-28
SFT-002,Cisco Identity Services Engine (ISE),ISE 3.x (VM / hardware appliances),"SNS-3615-K9, SNS-3655-K9, SNS-3695-K9 (appliances); also VM/cloud",Network Management Software,Network Access Control (NAC) / Policy / AAA / Zero Trust,Cisco ISE OS,3.5,3.5,Active,SRC-042,"802.1X, TACACS+, RADIUS, device profiling, guest access, posture. Can be deployed on Cisco SNS appliances or as VMs.",2026-05-28
SFT-003,Cisco Crosswork NSO (Network Services Orchestrator),NSO 6.x,Deployed as VM/container (no hardware PID),Network Management Software,Multi-vendor Network Automation / Orchestration / Service Provisioning,Cisco NSO OS,6.x,2026.02.0 (SMI AFP),Active,SRC-043,Model-driven orchestration using YANG/NETCONF. Used widely in SP and enterprise for automated provisioning. Runs on Linux VMs.,2026-05-28
SFT-004,Cisco Crosswork Network Controller,Crosswork Network Controller 7.x,Deployed as VM/Kubernetes (no hardware PID),Network Management Software,SP / DC WAN Traffic Engineering and Segment Routing Automation,Crosswork OS,7.2.x,7.2.x,Active,SRC-044,Automates SR-TE and RSVP-TE path computation and provisioning. Tightly integrated with IOS-XR platforms.,2026-05-28
SFT-005,Cisco Crosswork Optimization Engine,Crosswork Optimization Engine 5.x,Deployed as VM (no hardware PID),Network Management Software,SP WAN Traffic Optimization / Bandwidth Management,Crosswork OS,5.x,5.x,Active,SRC-044,WAN bandwidth and traffic optimization using SR-TE. Often deployed alongside Crosswork Network Controller.,2026-05-28
SFT-006,Cisco ThousandEyes,ThousandEyes (cloud SaaS + Enterprise Agents),TE-AGENT (software); ThousandEyes vantage points,Network Management Software,Internet / SaaS / WAN Visibility and Network Intelligence,SaaS (continuous delivery),Continuous delivery (no fixed version),Continuous delivery (no fixed version),Active,SRC-046,"Cloud-based monitoring platform. Agents deployed on endpoints, routers, cloud VMs. Acquired by Cisco 2020. Integrates with Catalyst Center.",2026-05-28
SFT-007,Cisco Secure Network Analytics (Stealthwatch),Stealthwatch / Secure Network Analytics 7.x,"SMC-VE (virtual), SMC-2210-K9 (appliance), FC-4210-K9 (Flow Collector)",Network Management Software,Network Traffic Analysis / NDR / Threat Detection,Secure Network Analytics OS,7.6.0,7.6.0,Active,SRC-045,Formerly Stealthwatch. NetFlow-based NDR. Deployed as on-prem VM or appliance. Also available as SaaS (Secure Network Analytics Cloud).,2026-05-28
SFT-008,Cisco Secure Client (AnyConnect),Secure Client 5.x,AnyConnect-plus-perpetual-xxx (license); SW download only,Security Software,Remote Access VPN / Zero Trust Network Access (ZTNA) / Endpoint Security,Cisco Secure Client OS,5.1.x,5.1.x,Active,SRC-047,Formerly AnyConnect. Client software for Windows/macOS/Linux/iOS/Android. VPN + ZTNA + Secure Firewall posture + Umbrella + ThousandEyes modules.,2026-05-28
SFT-009,Cisco Umbrella,Umbrella (cloud SaaS),UMB-DNS-xxx (license SKUs); no hardware,Security Software,DNS-layer Security / Cloud-delivered Secure Web Gateway / CASB / ZTNA,SaaS (continuous delivery),Continuous delivery,Continuous delivery,Active,SRC-048,Cloud-delivered DNS security and Secure Access Service Edge (SASE). Protects users on and off network. Recursive DNS with threat intelligence.,2026-05-28
SFT-010,Cisco Duo Security,Duo (cloud SaaS),DUO-SUB-x (license SKUs); no hardware,Security Software,Multi-Factor Authentication (MFA) / Zero Trust Access,SaaS (continuous delivery),Continuous delivery,Continuous delivery,Active,SRC-048,"Cloud-delivered MFA and device trust. Integrates with VPN, web apps, on-prem apps. Acquired by Cisco 2018.",2026-05-28
SFT-011,Cisco Intersight,Intersight (cloud SaaS + on-prem Intersight Appliance),INTERSIGHT-APPL-D2 (Intersight Appliance); primarily SaaS,Network Management Software,Hybrid Cloud / Data Center Infrastructure Management (DCIM) / UCS Management,SaaS (continuous delivery) / Appliance OS,Continuous delivery,1.0.9-xxx (appliance),Active,SRC-049,"Cisco's cloud-based infrastructure management for UCS, HyperFlex, and third-party compute. Replaces UCS Director for modern deployments.",2026-05-28
SFT-012,Cisco Secure Workload (Tetration),Secure Workload 3.x,Cisco Secure Workload (SaaS or on-prem cluster),Security Software,Application Micro-segmentation / Workload Security / Policy Enforcement,Cisco Secure Workload OS,3.9.x,3.9.x,Active,SRC-050,Formerly Cisco Tetration. Micro-segmentation and workload protection for DC/cloud apps. Deployed on-prem (dedicated hardware cluster) or SaaS.,2026-05-28
SFT-013,Cisco AppDynamics,AppDynamics (cloud SaaS + on-prem controller),AppDynamics (SaaS or on-prem VM controller),Network Management Software,Application Performance Monitoring (APM) / Full-Stack Observability,SaaS (continuous delivery),Continuous delivery,Continuous delivery,Active,SRC-048,"APM platform acquired by Cisco 2017. Monitors application transactions, code-level diagnostics, business impact. Part of Cisco Full-Stack Observability.",2026-05-28
SFT-014,Cisco SD-WAN Manager (vManage),SD-WAN Manager (vManage / Cisco Manager),SDWAN-MANAGER-K9 (VM),Network Management Software,Centralized SD-WAN Management and Policy Controller,Viptela OS,20.15.x,20.15.x,Active,SRC-036,Central management plane for Catalyst SD-WAN (formerly Viptela). Manages both vEdge and cEdge devices. Also available cloud-hosted.,2026-05-28
SFT-015,Cisco Prime Infrastructure,Prime Infrastructure 3.x (on-prem),PI-APL-3365-K9 (appliance); also VM,Network Management Software,Legacy Enterprise Network Management (NMS/FCAPS),Prime Infrastructure OS,3.10.x,3.10.x,EOL-Pending,SRC-041,Traditional SNMP/CLI-based NMS. Being replaced by Catalyst Center. Cisco has announced migration path. Limited new feature development.,2026-05-28
